128109	楚江转债	131.000	-1.43%	楚江新材 R	10.79	-0.55%	2.70	8.73	123.60	5.99%	会员	AA	购买	6.11	11.35	12.7%	-	26-06-03	5.901	18.300	11811.06	4.87%	-2.18%	购买	136.99	
123050	聚飞转债	135.100	-1.89%	聚飞光电	6.60	-1.49%	3.73	5.18	127.41	6.04%	会员	AA-	购买	3.63	6.73	8.4%	-	26-04-13	5.762	7.050	2604.88	2.71%	-1.48%	购买	141.14	
128105	长集转债	149.000	-1.52%	长青集团	11.38	-5.48%	3.43	8.11	140.32	6.19%	会员	AA	购买	5.68	10.54	9.5%	-	26-04-08	5.748	8.000	2752.15	2.34%	-4.44%	购买	155.19	
113028	环境转债	130.000	-2.88%	上海环境	12.78	-2.22%	1.68	10.44	122.41	6.20%	会员	AAA	购买	7.31	13.57	18.6%	会员	25-06-17	4.940	21.683	3143.36	1.11%	-3.24%	购买	136.20	
128090	汽模转2	125.611	0.41%	天汽模	4.95	-1.20%	1.71	4.19	118.14	6.32%	会员	AA	购买	2.93	5.45	10.3%	会员	25-12-27	5.468	4.706	2573.71	4.34%	-1.60%	购买	131.93	
128102	海大转债	159.393	1.48%	海大集团 R	52.02	-0.91%	8.32	34.74	149.74	6.45%	会员	AA+	购买	24.32	41.69	3.4%	会员	26-03-18	5.690	28.300	12939.04	2.88%	-5.78%	购买	165.84	
113567	君禾转债	114.380	-0.13%	君禾股份	12.30	-1.68%	3.75	11.46	107.33	6.57%	会员	A+	购买	8.02	14.90	8.6%	-	26-03-03	5.649	2.100	2245.79	9.38%	0.77%	购买	120.95	
113008	电气转债	120.130	-2.71%	上海电气 R	5.78	-2.69%	1.38	5.13*	112.67	6.62%	会员	AAA	购买	3.59	6.67	5.1%	会员	21-02-02	0.567	44.682	11074.30	2.05%	-19.86%	购买	126.75	
113572	三祥转债	116.780	-0.51%	三祥新材	15.54	-0.26%	4.89	14.19	109.51	6.64%	会员	A+	购买	9.93	18.45	6.9%	会员	26-03-11	5.671	2.050	761.88	3.16%	-0.56%	购买	123.42	
128067	一心转债	136.964	-0.81%	一心堂 R	34.39	-0.98%	4.10	26.83	128.18	6.85%	会员	AA	购买	18.78	34.88	3.1%	会员	25-04-19	4.778	6.025	2676.20	3.18%	-4.03%	购买	143.81	
